id,title,budget,revenue,runtime,release_date,release_year,release_month,release_quarter,release_weekday,popularity,vote_average,vote_count,original_language,production_company,director,cast_names,cast_size,genres,primary_genre,is_demo,status
74,War of the Worlds,132000000,591739379,116.0,2005-06-28,2005.0,6.0,2,1.0,48.572726,6.2,2322,en,Paramount Pictures,Steven Spielberg,"[""Tom Cruise"", ""Dakota Fanning"", ""Miranda Otto"", ""Justin Chatwin"", ""Tim Robbins"", ""Camillia Sanes"", ""John Scurti"", ""Morgan Freeman"", ""Takayo Fischer"", ""Yul Vazquez""]",10,"[""Adventure"", ""Thriller"", ""Science Fiction""]",Adventure,0,Released
8961,Bad Boys II,130000000,273339556,147.0,2003-07-18,2003.0,7.0,3,4.0,38.068736,6.3,1564,en,Columbia Pictures Corporation,Michael Bay,"[""Martin Lawrence"", ""Will Smith"", ""Jordi Moll\u00e0"", ""Gabrielle Union"", ""Peter Stormare"", ""Theresa Randle"", ""Joe Pantoliano"", ""Michael Shannon"", ""Jon Seda"", ""Yul Vazquez""]",10,"[""Adventure"", ""Action"", ""Comedy"", ""Thriller"", ""Crime""]",Adventure,0,Released
417859,Puss in Boots,130000000,554987477,90.0,2011-10-28,2011.0,10.0,4,4.0,20.678787,6.4,451,en,DreamWorks,Chris Miller,"[""Antonio Banderas"", ""Salma Hayek"", ""Zach Galifianakis"", ""Billy Bob Thornton"", ""Amy Sedaris"", ""Guillermo del Toro"", ""Constance Marie"", ""Mike Mitchell"", ""Rich Dietl"", ""Ryan Crego""]",10,"[""Action"", ""Adventure"", ""Animation"", ""Family"", ""Fantasy""]",Action,0,Released
27576,Salt,110000000,293329073,100.0,2010-07-21,2010.0,7.0,3,2.0,48.829437,6.2,2093,en,Columbia Pictures,Phillip Noyce,"[""Angelina Jolie"", ""Liev Schreiber"", ""Chiwetel Ejiofor"", ""Daniel Olbrychski"", ""August Diehl"", ""Daniel Pearce"", ""Hunt Block"", ""Andre Braugher"", ""Olek Krupa"", ""Cassidy Hinkle""]",10,"[""Action"", ""Mystery"", ""Thriller""]",Action,0,Released
86834,Noah,125000000,362637473,139.0,2014-03-20,2014.0,3.0,1,3.0,46.115758,5.6,2350,en,Paramount Pictures,Darren Aronofsky,"[""Russell Crowe"", ""Jennifer Connelly"", ""Emma Watson"", ""Logan Lerman"", ""Anthony Hopkins"", ""Ray Winstone"", ""Kevin Durand"", ""Ariane Rinehart"", ""Douglas Booth"", ""Marton Csokas""]",10,"[""Drama"", ""Adventure""]",Drama,0,Released
17578,The Adventures of Tintin,130000000,371940071,107.0,2011-10-25,2011.0,10.0,4,1.0,89.938296,6.7,2061,en,Paramount Pictures,Steven Spielberg,"[""Jamie Bell"", ""Andy Serkis"", ""Daniel Craig"", ""Nick Frost"", ""Simon Pegg"", ""Cary Elwes"", ""Mackenzie Crook"", ""Tony Curran"", ""Toby Jones"", ""Daniel Mays""]",10,"[""Adventure"", ""Animation"", ""Mystery""]",Adventure,0,Released
673,Harry Potter and the Prisoner of Azkaban,130000000,789804554,141.0,2004-05-31,2004.0,5.0,2,0.0,79.679601,7.7,5877,en,1492 Pictures,Alfonso Cuarón,"[""Daniel Radcliffe"", ""Rupert Grint"", ""Emma Watson"", ""Gary Oldman"", ""David Thewlis"", ""Alan Rickman"", ""Michael Gambon"", ""Robbie Coltrane"", ""Tom Felton"", ""Emma Thompson""]",10,"[""Adventure"", ""Fantasy"", ""Family""]",Adventure,0,Released
6972,Australia,130000000,49554002,165.0,2008-11-18,2008.0,11.0,4,1.0,28.840997,6.3,694,en,Bazmark Films,Baz Luhrmann,"[""Nicole Kidman"", ""Hugh Jackman"", ""Essie Davis"", ""David Wenham"", ""Bryan Brown"", ""David Gulpilil"", ""John Jarratt"", ""Shea Adams"", ""Nathin Butler"", ""John Walton""]",10,"[""Drama""]",Drama,0,Released
82700,After Earth,130000000,243843127,100.0,2013-05-30,2013.0,5.0,2,3.0,42.840582,5.0,2532,en,Columbia Pictures,M. Night Shyamalan,"[""Jaden Smith"", ""Will Smith"", ""Sophie Okonedo"", ""Zo\u00eb Kravitz"", ""Glenn Morshower"", ""Chris Geere"", ""Diego Klattenhoff"", ""David Denman"", ""Lincoln Lewis"", ""Jaden Martin""]",10,"[""Science Fiction"", ""Action"", ""Adventure""]",Science Fiction,0,Released
10567,Dinosaur,127500000,354248063,82.0,2000-05-19,2000.0,5.0,2,4.0,26.548594,6.2,542,en,Walt Disney Pictures,Ralph Zondag,"[""D. B. Sweeney"", ""Alfre Woodard"", ""Ossie Davis"", ""Max Casella"", ""Hayden Panettiere"", ""Samuel E. Wright"", ""Julianna Margulies"", ""Peter Siragusa"", ""Joan Plowright"", ""Della Reese""]",10,"[""Animation"", ""Family""]",Animation,0,Released
181533,Night at the Museum: Secret of the Tomb,127000000,349424282,97.0,2014-12-17,2014.0,12.0,4,2.0,115.597753,6.1,1851,en,Twentieth Century Fox Film Corporation,Shawn Levy,"[""Ben Stiller"", ""Rami Malek"", ""Rebel Wilson"", ""Robin Williams"", ""Owen Wilson"", ""Dick Van Dyke"", ""Rachael Harris"", ""Ben Kingsley"", ""Ricky Gervais"", ""Mickey Rooney""]",10,"[""Adventure"", ""Comedy"", ""Fantasy"", ""Family""]",Adventure,0,Released
38055,Megamind,130000000,321887208,95.0,2010-10-28,2010.0,10.0,4,3.0,68.757242,6.7,1918,en,DreamWorks Animation,Tom McGrath,"[""Will Ferrell"", ""Brad Pitt"", ""Tina Fey"", ""Jonah Hill"", ""David Cross"", ""Ben Stiller"", ""Justin Theroux"", ""Jessica Schulte"", ""Tom McGrath"", ""Emily Nordwind""]",10,"[""Animation"", ""Action"", ""Comedy"", ""Family"", ""Science Fiction""]",Animation,0,Released
671,Harry Potter and the Philosopher's Stone,125000000,976475550,152.0,2001-11-16,2001.0,11.0,4,4.0,109.984351,7.5,7006,en,1492 Pictures,Chris Columbus,"[""Daniel Radcliffe"", ""Rupert Grint"", ""Emma Watson"", ""Richard Harris"", ""Tom Felton"", ""Robbie Coltrane"", ""Alan Rickman"", ""Maggie Smith"", ""Richard Griffiths"", ""Ian Hart""]",10,"[""Adventure"", ""Fantasy"", ""Family""]",Adventure,0,Released
49524,R.I.P.D.,130000000,61648500,96.0,2013-07-18,2013.0,7.0,3,3.0,39.448066,5.4,1260,en,Universal Pictures,Robert Schwentke,"[""Jeff Bridges"", ""Ryan Reynolds"", ""Kevin Bacon"", ""Stephanie Szostak"", ""Mary-Louise Parker"", ""Marisa Miller"", ""Robert Knepper"", ""James Hong"", ""Mike O'Malley"", ""Devin Ratray""]",10,"[""Fantasy"", ""Action"", ""Comedy"", ""Crime""]",Fantasy,0,Released
22,Pirates of the Caribbean: The Curse of the Black Pearl,140000000,655011224,143.0,2003-07-09,2003.0,7.0,3,2.0,271.972889,7.5,6985,en,Walt Disney Pictures,Gore Verbinski,"[""Johnny Depp"", ""Geoffrey Rush"", ""Orlando Bloom"", ""Keira Knightley"", ""Jack Davenport"", ""Jonathan Pryce"", ""Kevin McNally"", ""Zoe Saldana"", ""Lee Arenberg"", ""Mackenzie Crook""]",10,"[""Adventure"", ""Fantasy"", ""Action""]",Adventure,0,Released
131631,The Hunger Games: Mockingjay - Part 1,125000000,752100229,123.0,2014-11-18,2014.0,11.0,4,1.0,206.227151,6.6,5584,en,Lionsgate,Francis Lawrence,"[""Jennifer Lawrence"", ""Josh Hutcherson"", ""Liam Hemsworth"", ""Woody Harrelson"", ""Donald Sutherland"", ""Philip Seymour Hoffman"", ""Julianne Moore"", ""Willow Shields"", ""Sam Claflin"", ""Elizabeth Banks""]",10,"[""Science Fiction"", ""Adventure"", ""Thriller""]",Science Fiction,0,Released
591,The Da Vinci Code,125000000,767820459,149.0,2006-05-17,2006.0,5.0,2,2.0,45.313197,6.5,2704,en,Columbia Pictures,Ron Howard,"[""Tom Hanks"", ""Audrey Tautou"", ""Ian McKellen"", ""Paul Bettany"", ""Jean Reno"", ""Alfred Molina"", ""J\u00fcrgen Prochnow"", ""Jean-Yves Berteloot"", ""Jean-Pierre Marielle"", ""Marie-Fran\u00e7oise Audollent""]",10,"[""Thriller"", ""Mystery""]",Thriller,0,Released
172385,Rio 2,103000000,500188435,102.0,2014-03-19,2014.0,3.0,1,2.0,42.40024,6.3,978,en,Blue Sky Studios,Carlos Saldanha,"[""Jesse Eisenberg"", ""Anne Hathaway"", ""Leslie Mann"", ""Jamie Foxx"", ""Andy Garc\u00eda"", ""Bruno Mars"", ""Jemaine Clement"", ""Rodrigo Santoro"", ""Jake T. Austin"", ""Amandla Stenberg""]",10,"[""Animation"", ""Adventure"", ""Comedy"", ""Family""]",Animation,0,Released
36658,X2,110000000,407711549,133.0,2003-04-24,2003.0,4.0,2,3.0,2.871739,6.8,3506,en,Twentieth Century Fox Film Corporation,Bryan Singer,"[""Patrick Stewart"", ""Hugh Jackman"", ""Ian McKellen"", ""Halle Berry"", ""Famke Janssen"", ""James Marsden"", ""Rebecca Romijn"", ""Brian Cox"", ""Alan Cumming"", ""Bruce Davison""]",10,"[""Adventure"", ""Action"", ""Science Fiction"", ""Thriller""]",Adventure,0,Released
51497,Fast Five,125000000,626137675,130.0,2011-04-20,2011.0,4.0,2,2.0,7.255718,7.1,2438,en,Universal Pictures,Justin Lin,"[""Vin Diesel"", ""Paul Walker"", ""Jordana Brewster"", ""Tyrese Gibson"", ""Ludacris"", ""Matt Schulze"", ""Sung Kang"", ""Gal Gadot"", ""Tego Calder\u00f3n"", ""Don Omar""]",10,"[""Action"", ""Thriller"", ""Crime""]",Action,0,Released
58574,Sherlock Holmes: A Game of Shadows,125000000,334615000,129.0,2011-11-22,2011.0,11.0,4,1.0,81.499621,7.0,3886,en,Village Roadshow Pictures,Guy Ritchie,"[""Robert Downey Jr."", ""Jude Law"", ""Jared Harris"", ""Noomi Rapace"", ""Kelly Reilly"", ""Geraldine James"", ""Eddie Marsan"", ""Stephen Fry"", ""William Houston"", ""Affif Ben Badra""]",10,"[""Adventure"", ""Action"", ""Crime"", ""Mystery""]",Adventure,0,Released
18823,Clash of the Titans,125000000,232713139,106.0,2010-04-01,2010.0,4.0,2,3.0,47.686442,5.6,2233,en,The Zanuck Company,Louis Leterrier,"[""Sam Worthington"", ""Liam Neeson"", ""Ralph Fiennes"", ""Gemma Arterton"", ""Jason Flemyng"", ""Alexa Davalos"", ""Tine Stapelfeldt"", ""Mads Mikkelsen"", ""Luke Evans"", ""Izabella Miko""]",10,"[""Adventure"", ""Fantasy"", ""Action""]",Adventure,0,Released
861,Total Recall,65000000,261317921,113.0,1990-06-01,1990.0,6.0,2,4.0,43.129703,7.1,1710,en,TriStar Pictures,Paul Verhoeven,"[""Arnold Schwarzenegger"", ""Sharon Stone"", ""Rachel Ticotin"", ""Ronny Cox"", ""Michael Ironside"", ""Marshall Bell"", ""Roy Brocksmith"", ""Ray Baker"", ""Rosemary Dunsmore"", ""Dean Norris""]",10,"[""Action"", ""Adventure"", ""Science Fiction""]",Action,0,Released
1911,The 13th Warrior,160000000,61698899,102.0,1999-08-27,1999.0,8.0,3,4.0,27.220157,6.4,510,en,Touchstone Pictures,John McTiernan,"[""Antonio Banderas"", ""Vladimir Kulich"", ""Dennis Storh\u00f8i"", ""Daniel Southern"", ""Clive Russell"", ""Mischa Hausserman"", ""Richard Bremmer"", ""Diane Venora"", ""Neil Maffin"", ""John DeSantis""]",10,"[""Adventure"", ""Fantasy"", ""Action""]",Adventure,0,Released
49040,The Bourne Legacy,130000000,276572938,120.0,2012-08-08,2012.0,8.0,3,2.0,90.33681,6.0,2651,en,Universal Pictures,Tony Gilroy,"[""Jeremy Renner"", ""Rachel Weisz"", ""Edward Norton"", ""Scott Glenn"", ""Stacy Keach"", ""Joan Allen"", ""Donna Murphy"", ""Albert Finney"", ""Michael Chernus"", ""Oscar Isaac""]",10,"[""Action"", ""Thriller""]",Action,0,Released
415,Batman & Robin,125000000,238207122,125.0,1997-06-20,1997.0,6.0,2,4.0,50.073575,4.2,1418,en,PolyGram Filmed Entertainment,Joel Schumacher,"[""George Clooney"", ""Chris O'Donnell"", ""Arnold Schwarzenegger"", ""Uma Thurman"", ""Alicia Silverstone"", ""Michael Gough"", ""Pat Hingle"", ""Elle Macpherson"", ""John Glover"", ""Vivica A. Fox""]",10,"[""Action"", ""Crime"", ""Fantasy""]",Action,0,Released
8871,How the Grinch Stole Christmas,123000000,345141403,104.0,2000-11-17,2000.0,11.0,4,4.0,45.419668,6.2,1386,en,Imagine Entertainment,Ron Howard,"[""Jim Carrey"", ""Taylor Momsen"", ""Jeffrey Tambor"", ""Christine Baranski"", ""Bill Irwin"", ""Molly Shannon"", ""Clint Howard"", ""Josh Ryan Evans"", ""Mindy Sterling"", ""Rachel Winfree""]",10,"[""Family"", ""Comedy"", ""Fantasy""]",Family,0,Released
435,The Day After Tomorrow,125000000,544272402,124.0,2004-05-26,2004.0,5.0,2,2.0,41.380094,6.2,2392,en,Lions Gate Films,Roland Emmerich,"[""Dennis Quaid"", ""Jake Gyllenhaal"", ""Emmy Rossum"", ""Dash Mihok"", ""Jay O. Sanders"", ""Sela Ward"", ""Austin Nichols"", ""Arjay Smith"", ""Tamlyn Tomita"", ""Sasha Roiz""]",10,"[""Action"", ""Adventure"", ""Science Fiction"", ""Thriller""]",Action,0,Released
955,Mission: Impossible II,125000000,546388105,123.0,2000-05-24,2000.0,5.0,2,2.0,54.931334,5.9,1928,en,Paramount Pictures,John Woo,"[""Tom Cruise"", ""Dougray Scott"", ""Thandie Newton"", ""Ving Rhames"", ""Richard Roxburgh"", ""John Polson"", ""Brendan Gleeson"", ""Rade Serbedzija"", ""William Mapother"", ""Dominic Purcell""]",10,"[""Adventure"", ""Action"", ""Thriller""]",Adventure,0,Released
2133,The Perfect Storm,120000000,325756637,130.0,2000-03-15,2000.0,3.0,1,2.0,25.752118,6.2,597,en,Warner Bros.,Wolfgang Petersen,"[""George Clooney"", ""Mark Wahlberg"", ""Diane Lane"", ""John C. Reilly"", ""William Fichtner"", ""Bob Gunton"", ""Karen Allen"", ""Allen Payne"", ""Mary Elizabeth Mastrantonio"", ""John Hawkes""]",10,"[""Drama""]",Drama,0,Released
1979,Fantastic 4: Rise of the Silver Surfer,130000000,289047763,92.0,2007-06-13,2007.0,6.0,2,2.0,60.810723,5.4,2589,en,Ingenious Film Partners,Tim Story,"[""Ioan Gruffudd"", ""Jessica Alba"", ""Chris Evans"", ""Michael Chiklis"", ""Julian McMahon"", ""Kerry Washington"", ""Andre Braugher"", ""Laurence Fishburne"", ""Doug Jones"", ""Beau Garrett""]",10,"[""Adventure"", ""Fantasy"", ""Action"", ""Thriller""]",Adventure,0,Released
87827,Life of Pi,120000000,609016565,127.0,2012-11-20,2012.0,11.0,4,1.0,51.328145,7.2,5797,en,Ingenious Film Partners,Ang Lee,"[""Suraj Sharma"", ""Irrfan Khan"", ""Ayush Tandon"", ""Gautam Belur"", ""Adil Hussain"", ""Tabu"", ""Ayaan Khan"", ""Mohd Abbas Khaleeli"", ""Vibish Sivakumar"", ""Rafe Spall""]",10,"[""Adventure"", ""Drama"", ""Action""]",Adventure,0,Released
1250,Ghost Rider,110000000,228738393,114.0,2007-02-16,2007.0,2.0,1,4.0,46.834704,5.2,1712,en,Columbia Pictures Corporation,Mark Steven Johnson,"[""Nicolas Cage"", ""Eva Mendes"", ""Wes Bentley"", ""Donal Logue"", ""Sam Elliott"", ""Peter Fonda"", ""Brett Cullen"", ""Matt Long"", ""Raquel Alessi"", ""Tony Ghosthawk""]",10,"[""Thriller"", ""Action"", ""Fantasy"", ""Horror""]",Thriller,0,Released
324668,Jason Bourne,120000000,415484914,123.0,2016-07-27,2016.0,7.0,3,2.0,62.641286,5.9,2341,en,The Kennedy/Marshall Company,Paul Greengrass,"[""Matt Damon"", ""Alicia Vikander"", ""Tommy Lee Jones"", ""Vincent Cassel"", ""Julia Stiles"", ""Riz Ahmed"", ""Ato Essandoh"", ""Scott Shepherd"", ""Bill Camp"", ""Vinzenz Kiefer""]",10,"[""Action"", ""Thriller""]",Action,0,Released
9471,Charlie's Angels: Full Throttle,120000000,259175788,106.0,2003-06-27,2003.0,6.0,2,4.0,33.616115,5.2,914,en,Columbia Pictures,McG,"[""Cameron Diaz"", ""Drew Barrymore"", ""Lucy Liu"", ""Bernie Mac"", ""Robert Patrick"", ""Demi Moore"", ""John Cleese"", ""Matt LeBlanc"", ""Luke Wilson"", ""Shia LaBeouf""]",10,"[""Action"", ""Adventure"", ""Comedy""]",Action,0,Released
70981,Prometheus,130000000,403170142,124.0,2012-05-30,2012.0,5.0,2,2.0,68.889395,6.3,5080,en,Twentieth Century Fox Film Corporation,Ridley Scott,"[""Noomi Rapace"", ""Michael Fassbender"", ""Guy Pearce"", ""Idris Elba"", ""Logan Marshall-Green"", ""Charlize Theron"", ""Lucy Hutchinson"", ""Sean Harris"", ""Rafe Spall"", ""Kate Dickie""]",10,"[""Science Fiction"", ""Adventure"", ""Mystery""]",Science Fiction,0,Released
10996,Stuart Little 2,120000000,169956806,78.0,2002-07-19,2002.0,7.0,3,4.0,27.990284,5.4,613,en,Columbia Pictures,Rob Minkoff,"[""Michael J. Fox"", ""Geena Davis"", ""Hugh Laurie"", ""Jonathan Lipnicki"", ""Anna Hoelck"", ""Ashley Hoelck"", ""Nathan Lane"", ""Melanie Griffith"", ""James Woods"", ""Steve Zahn""]",10,"[""Family"", ""Adventure"", ""Animation"", ""Comedy""]",Family,0,Released
68724,Elysium,115000000,286140700,109.0,2013-08-07,2013.0,8.0,3,2.0,67.33767,6.4,3439,en,TriStar Pictures,Neill Blomkamp,"[""Matt Damon"", ""Jodie Foster"", ""Sharlto Copley"", ""Alice Braga"", ""Diego Luna"", ""Wagner Moura"", ""William Fichtner"", ""Faran Tahir"", ""Jose Pablo Cantillo"", ""Maxwell Perry Cotton""]",10,"[""Science Fiction"", ""Action"", ""Drama"", ""Thriller""]",Science Fiction,0,Released
2789,The Chronicles of Riddick,105000000,115772733,119.0,2004-06-11,2004.0,6.0,2,4.0,27.835436,6.3,1570,en,One Race Films,David Twohy,"[""Vin Diesel"", ""Thandie Newton"", ""Karl Urban"", ""Colm Feore"", ""Linus Roache"", ""Keith David"", ""Yorick van Wageningen"", ""Nick Chinlund"", ""Alexa Davalos"", ""Roger Cross""]",10,"[""Action"", ""Science Fiction""]",Action,0,Released
97020,RoboCop,120000000,242688965,102.0,2014-01-30,2014.0,1.0,1,3.0,66.757869,5.7,2342,en,Columbia Pictures,José Padilha,"[""Joel Kinnaman"", ""Gary Oldman"", ""Michael Keaton"", ""Abbie Cornish"", ""Jackie Earle Haley"", ""Michael Kenneth Williams"", ""Jennifer Ehle"", ""Jay Baruchel"", ""Marianne Jean-Baptiste"", ""Samuel L. Jackson""]",10,"[""Action"", ""Science Fiction""]",Action,0,Released
7459,Speed Racer,120000000,93945766,135.0,2008-05-09,2008.0,5.0,2,4.0,17.060695,5.7,354,en,Village Roadshow Pictures,Lilly Wachowski,"[""Emile Hirsch"", ""Christina Ricci"", ""Matthew Fox"", ""Susan Sarandon"", ""Scott Porter"", ""John Goodman"", ""Ariel Winter"", ""Nicholas Elia"", ""Hiroyuki Sanada"", ""Art LaFleur""]",10,"[""Action"", ""Family"", ""Science Fiction""]",Action,0,Released
42888,How Do You Know,120000000,48668907,121.0,2010-12-17,2010.0,12.0,4,4.0,11.137655,4.9,223,en,Columbia Pictures,James L. Brooks,"[""Reese Witherspoon"", ""Paul Rudd"", ""Owen Wilson"", ""Jack Nicholson"", ""Kathryn Hahn"", ""Molly Price"", ""Shelley Conn"", ""Tony Shalhoub"", ""Mark Linn-Baker"", ""Lenny Venito""]",10,"[""Comedy"", ""Drama"", ""Romance""]",Comedy,0,Released
37834,Knight and Day,117000000,261930431,109.0,2010-06-15,2010.0,6.0,2,1.0,44.906918,5.9,1547,en,Tree Line Films,James Mangold,"[""Tom Cruise"", ""Cameron Diaz"", ""Peter Sarsgaard"", ""Viola Davis"", ""Jordi Moll\u00e0"", ""Paul Dano"", ""Maggie Grace"", ""Marc Blucas"", ""Celia Weston"", ""Dale Dye""]",10,"[""Action"", ""Comedy""]",Action,0,Released
75612,Oblivion,120000000,286168572,124.0,2013-04-10,2013.0,4.0,2,2.0,67.698004,6.4,4800,en,Universal Pictures,Joseph Kosinski,"[""Tom Cruise"", ""Morgan Freeman"", ""Olga Kurylenko"", ""Andrea Riseborough"", ""Nikolaj Coster-Waldau"", ""Melissa Leo"", ""Zo\u00eb Bell"", ""Abigail Lowe"", ""Isabelle Lowe"", ""David Madison""]",10,"[""Action"", ""Science Fiction"", ""Adventure"", ""Mystery""]",Action,0,Released
1895,Star Wars: Episode III - Revenge of the Sith,113000000,850000000,140.0,2005-05-17,2005.0,5.0,2,1.0,44.108427,7.1,4116,en,Lucasfilm,George Lucas,"[""Ewan McGregor"", ""Natalie Portman"", ""Hayden Christensen"", ""Ian McDiarmid"", ""Samuel L. Jackson"", ""Christopher Lee"", ""Anthony Daniels"", ""Kenny Baker"", ""Frank Oz"", ""Jimmy Smits""]",10,"[""Science Fiction"", ""Adventure"", ""Action""]",Science Fiction,0,Released
1894,Star Wars: Episode II - Attack of the Clones,120000000,649398328,142.0,2002-05-15,2002.0,5.0,2,2.0,43.987061,6.4,3992,en,Lucasfilm,George Lucas,"[""Ewan McGregor"", ""Natalie Portman"", ""Hayden Christensen"", ""Ian McDiarmid"", ""Samuel L. Jackson"", ""Christopher Lee"", ""Anthony Daniels"", ""Kenny Baker"", ""Frank Oz"", ""Ahmed Best""]",10,"[""Adventure"", ""Action"", ""Science Fiction""]",Adventure,0,Released
585,"Monsters, Inc.",115000000,562816256,92.0,2001-11-01,2001.0,11.0,4,3.0,106.815545,7.5,5996,en,Walt Disney Pictures,Pete Docter,"[""John Goodman"", ""Billy Crystal"", ""Mary Gibbs"", ""Steve Buscemi"", ""James Coburn"", ""Jennifer Tilly"", ""Bob Peterson"", ""John Ratzenberger"", ""Frank Oz"", ""Steve Susskind""]",10,"[""Animation"", ""Comedy"", ""Family""]",Animation,0,Released
76170,The Wolverine,120000000,415440673,126.0,2013-07-23,2013.0,7.0,3,1.0,15.953444,6.3,4053,en,Twentieth Century Fox Film Corporation,James Mangold,"[""Hugh Jackman"", ""Hiroyuki Sanada"", ""Famke Janssen"", ""Will Yun Lee"", ""Tao Okamoto"", ""Rila Fukushima"", ""Svetlana Khodchenkova"", ""Haruhiko Yamanouchi"", ""Brian Tee"", ""Patrick Stewart""]",10,"[""Action"", ""Science Fiction"", ""Adventure"", ""Fantasy""]",Action,0,Released
1893,Star Wars: Episode I - The Phantom Menace,115000000,924317558,136.0,1999-05-19,1999.0,5.0,2,2.0,54.035265,6.3,4432,en,Lucasfilm,George Lucas,"[""Liam Neeson"", ""Ewan McGregor"", ""Natalie Portman"", ""Jake Lloyd"", ""Ian McDiarmid"", ""Anthony Daniels"", ""Kenny Baker"", ""Pernilla August"", ""Frank Oz"", ""Oliver Ford Davies""]",10,"[""Adventure"", ""Action"", ""Science Fiction""]",Adventure,0,Released
49519,The Croods,135000000,585178928,98.0,2013-03-20,2013.0,3.0,1,2.0,64.183321,6.8,2399,en,DreamWorks Animation,Chris Sanders,"[""Nicolas Cage"", ""Emma Stone"", ""Ryan Reynolds"", ""Catherine Keener"", ""Cloris Leachman"", ""Clark Duke"", ""Chris Sanders"", ""Randy Thom""]",8,"[""Adventure"", ""Animation"", ""Comedy"", ""Family"", ""Fantasy""]",Adventure,0,Released
2395,Asterix at the Olympic Games,97250400,132900000,116.0,2008-01-13,2008.0,1.0,1,6.0,20.344364,5.0,471,fr,Constantin Film,Thomas Langmann,"[""Clovis Cornillac"", ""G\u00e9rard Depardieu"", ""Franck Dubosc"", ""Jos\u00e9 Garcia"", ""St\u00e9phane Rousseau"", ""Jean-Pierre Cassel"", ""M\u00f3nica Cruz"", ""Alain Delon"", ""Beno\u00eet Poelvoorde"", ""Vanessa Hessler""]",10,"[""Fantasy"", ""Adventure"", ""Comedy"", ""Family""]",Fantasy,0,Released
12100,Windtalkers,115000000,77628265,134.0,2002-06-14,2002.0,6.0,2,4.0,18.714197,5.8,341,en,Lion Rock Productions,John Woo,"[""Nicolas Cage"", ""Adam Beach"", ""Peter Stormare"", ""Noah Emmerich"", ""Mark Ruffalo"", ""Jason Isaacs"", ""Christian Slater"", ""Frances O'Connor"", ""Keith Campbell"", ""Martin Henderson""]",10,"[""Drama"", ""Action"", ""History"", ""War""]",Drama,0,Released
290595,The Huntsman: Winter's War,115000000,164602163,114.0,2016-04-06,2016.0,4.0,2,2.0,60.467984,6.0,1523,en,Universal Pictures,Cedric Nicolas-Troyan,"[""Chris Hemsworth"", ""Charlize Theron"", ""Emily Blunt"", ""Jessica Chastain"", ""Nick Frost"", ""Sheridan Smith"", ""Rob Brydon"", ""Alexandra Roach"", ""Sam Claflin"", ""Colin Morgan""]",10,"[""Action"", ""Adventure"", ""Drama""]",Action,0,Released
98566,Teenage Mutant Ninja Turtles,125000000,477200000,101.0,2014-08-07,2014.0,8.0,3,3.0,143.350376,5.8,2636,en,Paramount Pictures,Jonathan Liebesman,"[""Megan Fox"", ""Will Arnett"", ""William Fichtner"", ""Alan Ritchson"", ""Noel Fisher"", ""Pete Ploszek"", ""Johnny Knoxville"", ""Jeremy Howard"", ""Danny Woodburn"", ""Tony Shalhoub""]",10,"[""Science Fiction"", ""Action"", ""Adventure"", ""Fantasy"", ""Comedy""]",Science Fiction,0,Released
49047,Gravity,105000000,716392705,91.0,2013-09-27,2013.0,9.0,3,4.0,110.153618,7.3,5751,en,Warner Bros.,Alfonso Cuarón,"[""Sandra Bullock"", ""George Clooney"", ""Ed Harris"", ""Orto Ignatiussen"", ""Phaldut Sharma"", ""Amy Warren"", ""Basher Savage""]",7,"[""Science Fiction"", ""Thriller"", ""Drama""]",Science Fiction,0,Released
9619,Dante's Peak,116000000,178127760,108.0,1997-02-07,1997.0,2.0,1,4.0,16.90444,5.7,428,en,Universal Pictures,Roger Donaldson,"[""Pierce Brosnan"", ""Linda Hamilton"", ""Jamie Ren\u00e9e Smith"", ""Jeremy Foley"", ""Elizabeth Hoffman"", ""Charles Hallahan"", ""Grant Heslov"", ""Kirk Trutner"", ""Arabella Field"", ""Tzi Ma""]",10,"[""Action"", ""Adventure"", ""Thriller""]",Action,0,Released
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,245623848,112.0,2016-06-01,2016.0,6.0,2,2.0,39.873791,5.8,963,en,Paramount Pictures,Dave Green,"[""Megan Fox"", ""Stephen Amell"", ""Will Arnett"", ""Laura Linney"", ""Pete Ploszek"", ""Alan Ritchson"", ""Noel Fisher"", ""Jeremy Howard"", ""Tyler Perry"", ""Brian Tee""]",10,"[""Fantasy"", ""Action"", ""Adventure"", ""Comedy""]",Fantasy,0,Released
166424,Fantastic Four,120000000,167977596,100.0,2015-08-05,2015.0,8.0,3,2.0,38.126095,4.4,2278,en,Twentieth Century Fox Film Corporation,Josh Trank,"[""Miles Teller"", ""Kate Mara"", ""Michael B. Jordan"", ""Jamie Bell"", ""Toby Kebbell"", ""Reg E. Cathey"", ""Tim Blake Nelson"", ""Joshua Montes"", ""Dan Castellaneta"", ""Owen Judge""]",10,"[""Action"", ""Adventure"", ""Science Fiction""]",Action,0,Released
1593,Night at the Museum,110000000,574480841,108.0,2006-10-20,2006.0,10.0,4,4.0,48.780039,6.3,2862,en,Ingenious Film Partners,Shawn Levy,"[""Ben Stiller"", ""Jake Cherry"", ""Carla Gugino"", ""Robin Williams"", ""Dick Van Dyke"", ""Mickey Rooney"", ""Bill Cobbs"", ""Ricky Gervais"", ""Kim Raver"", ""Patrick Gallagher""]",10,"[""Action"", ""Adventure"", ""Comedy"", ""Family"", ""Fantasy""]",Action,0,Released
